2025/07/28 09:17:29 🚀 启动分布式缓存节点: node3
2025/07/28 09:17:29 📡 监听地址: :8003
2025/07/28 09:17:29 🌐 集群节点: map[node1:localhost:8001 node2:localhost:8002 node3:localhost:8003]
2025/07/28 09:17:29 🌐 启动集群管理器，节点ID: node3
2025/07/28 09:17:29 🚀 启动分布式缓存节点: node3
2025/07/28 09:17:29 📡 监听地址: localhost:8003
2025/07/28 09:17:29 🌐 集群节点数: 3
2025/07/28 09:17:31 ✅ 成功通知节点 localhost:8001 关于节点加入
2025/07/28 09:17:31 ✅ 成功通知节点 localhost:8002 关于节点加入
[GIN] 2025/07/28 - 09:17:33 | 200 |      22.403µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:31:36 | 200 |      14.644µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:31:43 | 200 |       16.68µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:31:46 | 200 |      20.617µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:31:53 | 200 |       14.08µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:31:56 | 200 |      23.479µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:32:03 | 200 |      14.164µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:32:06 | 200 |      20.151µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:32:13 | 200 |      13.904µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:32:16 | 200 |      15.561µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:32:23 | 200 |       14.43µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:32:26 | 200 |      18.601µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:32:33 | 200 |      19.476µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:32:36 | 200 |      17.063µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:32:43 | 200 |      22.689µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:32:46 | 200 |      18.733µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:32:53 | 200 |      15.682µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:32:56 | 200 |      13.316µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:33:03 | 200 |      15.932µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:33:06 | 200 |      18.301µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:33:13 | 200 |      21.352µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:33:16 | 200 |      15.289µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:33:23 | 200 |      25.419µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:33:26 | 200 |      17.402µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:33:33 | 200 |      16.031µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:33:36 | 200 |      16.108µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:33:43 | 200 |      15.403µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:33:46 | 200 |      13.092µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:33:53 | 200 |      21.518µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:33:56 | 200 |      13.553µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:34:03 | 200 |       25.41µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:34:06 | 200 |      20.076µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:34:13 | 200 |      17.497µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:34:16 | 200 |      18.398µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:34:23 | 200 |      23.387µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:34:26 | 200 |      14.911µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:34:33 | 200 |      16.916µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:34:36 | 200 |      19.489µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:34:43 | 200 |      26.306µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:34:46 | 200 |      13.806µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:34:53 | 200 |      22.075µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:34:56 | 200 |      21.267µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:35:03 | 200 |      16.447µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:35:06 | 200 |      33.562µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:35:13 | 200 |      24.892µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:35:16 | 200 |      19.755µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:35:23 | 200 |      17.977µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:35:26 | 200 |      15.791µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:35:33 | 200 |      17.116µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:35:36 | 200 |      22.679µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:35:43 | 200 |      13.161µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:35:46 | 200 |      21.722µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:35:53 | 200 |      29.251µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:35:56 | 200 |      17.342µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:36:03 | 200 |      18.727µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:36:06 | 200 |       17.06µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:36:13 | 200 |      13.325µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:36:16 | 200 |      14.726µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:36:23 | 200 |      19.704µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:36:26 | 200 |      18.335µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:36:33 | 200 |      28.364µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:36:36 | 200 |      24.041µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:36:43 | 200 |      14.763µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:36:46 | 200 |      13.165µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:36:53 | 200 |      15.074µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:36:56 | 200 |      13.441µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:37:03 | 200 |      16.471µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:37:06 | 200 |      15.584µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:37:13 | 200 |      20.034µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:37:16 | 200 |      23.632µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:37:23 | 200 |      23.689µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:37:26 | 200 |      15.226µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:37:33 | 200 |      18.435µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:37:36 | 200 |       25.16µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:37:43 | 200 |       19.97µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:37:46 | 200 |      16.079µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:37:53 | 200 |      14.849µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:37:56 | 200 |      15.958µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:38:03 | 200 |      12.941µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:38:06 | 200 |      18.484µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:38:13 | 200 |      29.675µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:38:16 | 200 |      13.834µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:38:23 | 200 |      20.939µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:38:26 | 200 |      30.932µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:38:33 | 200 |      24.252µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:38:36 | 200 |      25.395µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:38:43 | 200 |      13.549µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:38:46 | 200 |      19.812µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:38:53 | 200 |       23.45µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:38:56 | 200 |      16.877µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:39:03 | 200 |      21.629µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:39:06 | 200 |      19.363µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:39:13 | 200 |       21.12µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:39:16 | 200 |       27.57µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:39:23 | 200 |      19.362µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:39:26 | 200 |      25.948µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:39:33 | 200 |      15.113µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:39:36 | 200 |       13.48µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:39:43 | 200 |      13.568µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:39:46 | 200 |      26.883µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:39:53 | 200 |      19.117µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:39:56 | 200 |      13.366µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:40:03 | 200 |      16.828µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:40:06 | 200 |      22.425µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:40:13 | 200 |      21.103µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:40:16 | 200 |      19.801µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:40:23 | 200 |      26.607µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:40:26 | 200 |      25.667µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:40:33 | 200 |      25.744µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:40:36 | 200 |      25.669µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:40:43 | 200 |      13.044µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:40:46 | 200 |      17.408µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:40:53 | 200 |      25.136µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:40:56 | 200 |      21.797µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:41:03 | 200 |      27.467µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:41:06 | 200 |      13.226µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:41:13 | 200 |      22.363µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:41:16 | 200 |      16.797µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:41:23 | 200 |      16.392µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:41:26 | 200 |      26.109µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:41:33 | 200 |      17.622µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:41:36 | 200 |      17.797µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:41:43 | 200 |      15.932µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:41:46 | 200 |      33.583µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:41:53 | 200 |      29.068µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:41:56 | 200 |      18.549µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:42:03 | 200 |      14.807µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:42:06 | 200 |      21.351µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:42:13 | 200 |      23.054µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:42:16 | 200 |       19.48µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:42:23 | 200 |      23.885µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:42:26 | 200 |      13.383µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:42:33 | 200 |      15.885µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:42:36 | 200 |      19.367µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:42:43 | 200 |       19.84µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:42:46 | 200 |       32.16µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:42:53 | 200 |      18.777µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:42:56 | 200 |      13.064µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:43:03 | 200 |      14.906µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:43:06 | 200 |      22.499µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:43:13 | 200 |        19.4µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:43:16 | 200 |       16.97µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:43:23 | 200 |      18.665µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:43:26 | 200 |      24.266µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:43:33 | 200 |      19.733µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:43:36 | 200 |      17.884µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:43:43 | 200 |       16.96µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:43:46 | 200 |      18.526µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:43:53 | 200 |      15.338µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:43:56 | 200 |      16.142µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:44:03 | 200 |      18.861µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:44:06 | 200 |      21.189µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:44:13 | 200 |       19.03µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:44:16 | 200 |      17.784µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:44:23 | 200 |      16.778µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:44:26 | 200 |      23.756µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:44:33 | 200 |      18.702µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:44:36 | 200 |      18.321µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:44:43 | 200 |      14.136µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:44:46 | 200 |      25.702µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:44:53 | 200 |      16.675µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:44:56 | 200 |      26.796µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:45:03 | 200 |      15.047µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:45:06 | 200 |      16.561µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:45:13 | 200 |      24.315µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:45:16 | 200 |      26.142µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:45:23 | 200 |      16.224µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:45:26 | 200 |      23.393µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:45:33 | 200 |      20.837µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:45:36 | 200 |      22.274µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:45:43 | 200 |      22.584µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:45:46 | 200 |      20.991µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:45:53 | 200 |      16.631µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:45:56 | 200 |      18.104µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:46:03 | 200 |      13.771µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:46:06 | 200 |      20.142µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:46:13 | 200 |      17.975µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:46:16 | 200 |       22.82µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:46:23 | 200 |      16.321µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:46:26 | 200 |       24.07µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:46:33 | 200 |      24.305µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:46:36 | 200 |       31.83µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:46:43 | 200 |      13.074µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:46:46 | 200 |      21.147µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:46:53 | 200 |      22.356µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:46:56 | 200 |      20.969µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:47:03 | 200 |      17.752µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:47:06 | 200 |      24.582µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:47:13 | 200 |      18.153µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:47:16 | 200 |      18.135µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:47:23 | 200 |      15.398µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:47:26 | 200 |      15.833µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:47:33 | 200 |      14.158µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:47:36 | 200 |      18.371µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:47:43 | 200 |       13.51µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:47:46 | 200 |      24.085µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:47:53 | 200 |      17.725µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:47:56 | 200 |      22.188µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:48:03 | 200 |      19.052µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:48:06 | 200 |      24.471µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:48:13 | 200 |      17.673µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:48:16 | 200 |      16.643µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:48:23 | 200 |      14.096µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:48:26 | 200 |      21.265µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:48:33 | 200 |      21.754µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:48:36 | 200 |      25.661µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:48:43 | 200 |      17.404µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:48:46 | 200 |      17.612µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:48:53 | 200 |      18.004µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:48:56 | 200 |      18.375µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:49:03 | 200 |      25.266µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:49:06 | 200 |      14.084µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:49:13 | 200 |      27.372µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:49:16 | 200 |      18.437µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:49:23 | 200 |       15.59µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:49:26 | 200 |      13.634µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:49:33 | 200 |      19.683µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:49:36 | 200 |       25.89µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:49:43 | 200 |      16.554µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:49:46 | 200 |      17.364µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:49:53 | 200 |      16.212µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:49:56 | 200 |       21.88µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:50:03 | 200 |      25.074µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:50:06 | 200 |      12.477µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:50:13 | 200 |       13.21µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:50:16 | 200 |      15.091µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:50:23 | 200 |      21.427µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:50:26 | 200 |      18.655µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:50:33 | 200 |      21.044µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:50:36 | 200 |      28.443µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:50:43 | 200 |      29.031µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:50:46 | 200 |      20.948µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:50:53 | 200 |       23.47µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:50:56 | 200 |      16.641µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:51:03 | 200 |      19.508µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 13:51:06 | 200 |      20.745µs |       127.0.0.1 | GET      "/internal/cluster/health"
